Linux 3.11.0-17-generic (axle) 	03/11/14 	_x86_64_	(64 CPU)

23:27:53        CPU     %user     %nice   %system   %iowait    %steal     %idle
23:28:53        all      4.25      0.00      0.84      0.15      0.00     94.76
23:29:53        all      4.64      0.00      0.52      0.02      0.00     94.83
23:30:53        all      4.58      0.00      0.60      0.00      0.00     94.82
23:31:53        all      4.61      0.00      0.51      0.00      0.00     94.88
23:32:53        all      4.67      0.00      0.45      0.01      0.00     94.87
23:33:53        all      4.56      0.00      0.58      0.00      0.00     94.86
23:34:53        all      4.68      0.00      0.44      0.01      0.00     94.88
23:35:53        all      4.67      0.00      0.44      0.00      0.00     94.89
23:36:53        all      4.41      0.00      0.76      0.00      0.00     94.83
